name,rating,rate_date,nations,rank
Imran Farhat,527,20/01/2010,PAK,41
P.J. Hughes,524,20/01/2010,AUS,42
T. Taibu,516,20/01/2010,ZIM,43
B.P. Nash,509,20/01/2010,WI,44
D.J. Bravo,504,20/01/2010,WI,45
Shoaib Malik,499,20/01/2010,PAK,46
Shakib Al Hasan,499,20/01/2010,BAN,46
Yuvraj Singh,490,20/01/2010,IND,48
Misbah-ul-Haq,483,20/01/2010,PAK,49
M.J. North,470,20/01/2010,AUS,50
Mushfiqur Rahim,443,20/01/2010,BAN,51
Shahriar Nafees,442,20/01/2010,BAN,52
H.A.P.W. Jayawardena,441,20/01/2010,SL,53
I.J.L. Trott,439,20/01/2010,ENG,54
T.M. Dowlin,433,20/01/2010,WI,55
Tamim Iqbal,424,20/01/2010,BAN,56
G.P. Swann,418,20/01/2010,ENG,57
Shahid Afridi,417,20/01/2010,PAK,58
H. Masakadza,413,20/01/2010,ZIM,59
S.C.J. Broad,397,20/01/2010,ENG,60
Mohammad Ashraful,397,20/01/2010,BAN,60
M.G. Johnson,387,20/01/2010,AUS,62
J-P. Duminy,387,20/01/2010,SA,62
Junaid Siddique,385,20/01/2010,BAN,64
D. Ramdin,383,20/01/2010,WI,65
Yasir Hameed,380,20/01/2010,PAK,66
N.T. Paranavitana,379,20/01/2010,SL,67
Taufeeq Umar,378,20/01/2010,PAK,68
M.J. Vijay,376,20/01/2010,IND,69
M.N. Samuels,369,20/01/2010,WI,70
D.S. Smith,366,20/01/2010,WI,71
A.D. Mathews,364,20/01/2010,SL,72
D.R. Flynn,363,20/01/2010,NZ,73
R.S. Bopara,352,20/01/2010,ENG,74
N. Deonarine,337,20/01/2010,WI,75
A. Barath,335,20/01/2010,WI,76
J.A. Rudolph,333,20/01/2010,SA,77
T.G McIntosh,327,20/01/2010,NZ,78
M.S. Sinclair,326,20/01/2010,NZ,79
Khurram Manzoor,323,20/01/2010,PAK,80
K.D. Karthik,319,20/01/2010,IND,81
W.U. Tharanga,317,20/01/2010,SL,82
Mohammad Hafeez,314,20/01/2010,PAK,83
Aftab Ahmed,309,20/01/2010,BAN,84
B.R.M. Taylor,306,20/01/2010,ZIM,85
M.J. Guptill,303,20/01/2010,NZ,86
M.A. Vermeulen,300,20/01/2010,ZIM,87
Raqibul Hasan,296,20/01/2010,BAN,88
J.E.C. Franklin,279,20/01/2010,NZ,89
Harbhajan Singh,275,20/01/2010,IND,90
B.J. Watling,268,20/01/2010,NZ,91
R. McLaren,266,20/01/2010,SA,92
N.M. Hauritz,263,20/01/2010,AUS,93
D.J.G. Sammy,262,20/01/2010,WI,94
A.J. Redmond,260,20/01/2010,NZ,95
J.E. Taylor,238,20/01/2010,WI,96
T. Panyangara,226,20/01/2010,ZIM,97
D.R. Tuffey,223,20/01/2010,NZ,98
D.M. Richards,213,20/01/2010,WI,99
Zaheer Khan,209,20/01/2010,IND,100
G. Gambhir,882,24/01/2010,IND,1
G.C. Smith,843,24/01/2010,SA,2
D.P.M.D. Jayawardena,836,24/01/2010,SL,3
K.C. Sangakkara,835,24/01/2010,SL,4
M.J. Clarke,805,24/01/2010,AUS,5
V. Sehwag,799,24/01/2010,IND,6
R.T. Ponting,783,24/01/2010,AUS,7
J.H. Kallis,773,24/01/2010,SA,8
S. Chanderpaul,765,24/01/2010,WI,9
L.R.P.L. Taylor,763,24/01/2010,NZ,10
Mohammad Yousuf,761,24/01/2010,PAK,11
Younus Khan,754,24/01/2010,PAK,12
S.R. Tendulkar,744,24/01/2010,IND,13
A.B. de Villiers,733,24/01/2010,SA,14
V.V.S. Laxman,710,24/01/2010,IND,15
M.E.K. Hussey,709,24/01/2010,AUS,16
T.T. Samaraweera,707,24/01/2010,SL,17
S.M. Katich,706,24/01/2010,AUS,18
R. Dravid,700,24/01/2010,IND,19
C.H. Gayle,689,24/01/2010,WI,20
A.J. Strauss,687,24/01/2010,ENG,21
P.D. Collingwood,678,24/01/2010,ENG,22
H.M. Amla,676,24/01/2010,SA,23
T.M. Dilshan,675,24/01/2010,SL,24
D.L. Vettori,672,24/01/2010,NZ,25
K.P. Pietersen,669,24/01/2010,ENG,26
R.R. Sarwan,660,24/01/2010,WI,27
A.N. Cook,653,24/01/2010,ENG,28
A.G. Prince,651,24/01/2010,SA,29
M.S. Dhoni,612,24/01/2010,IND,30
Umar Akmal,609,24/01/2010,PAK,31
I.R. Bell,601,24/01/2010,ENG,32
S.R. Watson,594,24/01/2010,AUS,33
B.J. Haddin,582,24/01/2010,AUS,34
Kamran Akmal,563,24/01/2010,PAK,35
M.V. Boucher,561,24/01/2010,SA,36
Salman Butt,547,24/01/2010,PAK,37
J.D. Ryder,546,24/01/2010,NZ,38
M.J. Prior,542,24/01/2010,ENG,39
B.B. McCullum,532,24/01/2010,NZ,40
Imran Farhat,527,24/01/2010,PAK,41
P.J. Hughes,524,24/01/2010,AUS,42
Mushfiqur Rahim,521,24/01/2010,BAN,43
T. Taibu,516,24/01/2010,ZIM,44
B.P. Nash,509,24/01/2010,WI,45
D.J. Bravo,504,24/01/2010,WI,46
Shoaib Malik,499,24/01/2010,PAK,47
Misbah-ul-Haq,483,24/01/2010,PAK,48
Shakib Al Hasan,479,24/01/2010,BAN,49
Yuvraj Singh,474,24/01/2010,IND,50
M.J. North,470,24/01/2010,AUS,51
Tamim Iqbal,456,24/01/2010,BAN,52
H.A.P.W. Jayawardena,441,24/01/2010,SL,53
I.J.L. Trott,439,24/01/2010,ENG,54
T.M. Dowlin,433,24/01/2010,WI,55
Shahriar Nafees,425,24/01/2010,BAN,56
G.P. Swann,418,24/01/2010,ENG,57
Shahid Afridi,417,24/01/2010,PAK,58
H. Masakadza,413,24/01/2010,ZIM,59
S.C.J. Broad,397,24/01/2010,ENG,60
Mohammad Ashraful,388,24/01/2010,BAN,61
M.G. Johnson,387,24/01/2010,AUS,62
J-P. Duminy,387,24/01/2010,SA,62
D. Ramdin,383,24/01/2010,WI,64
Junaid Siddique,381,24/01/2010,BAN,65
Yasir Hameed,380,24/01/2010,PAK,66
N.T. Paranavitana,379,24/01/2010,SL,67
Taufeeq Umar,378,24/01/2010,PAK,68
M.J. Vijay,372,24/01/2010,IND,69
M.N. Samuels,369,24/01/2010,WI,70
D.S. Smith,366,24/01/2010,WI,71
A.D. Mathews,364,24/01/2010,SL,72
D.R. Flynn,363,24/01/2010,NZ,73
R.S. Bopara,352,24/01/2010,ENG,74
N. Deonarine,337,24/01/2010,WI,75
A. Barath,335,24/01/2010,WI,76
J.A. Rudolph,333,24/01/2010,SA,77
T.G McIntosh,327,24/01/2010,NZ,78
M.S. Sinclair,326,24/01/2010,NZ,79
Khurram Manzoor,323,24/01/2010,PAK,80
W.U. Tharanga,317,24/01/2010,SL,81
Mohammad Hafeez,314,24/01/2010,PAK,82
K.D. Karthik,312,24/01/2010,IND,83
Aftab Ahmed,306,24/01/2010,BAN,84
B.R.M. Taylor,306,24/01/2010,ZIM,84
M.J. Guptill,303,24/01/2010,NZ,86
M.A. Vermeulen,300,24/01/2010,ZIM,87
J.E.C. Franklin,279,24/01/2010,NZ,88
Raqibul Hasan,278,24/01/2010,BAN,89
Harbhajan Singh,272,24/01/2010,IND,90
B.J. Watling,268,24/01/2010,NZ,91
R. McLaren,266,24/01/2010,SA,92
N.M. Hauritz,263,24/01/2010,AUS,93
D.J.G. Sammy,262,24/01/2010,WI,94
A.J. Redmond,260,24/01/2010,NZ,95
J.E. Taylor,238,24/01/2010,WI,96
Mahmudullah,230,24/01/2010,BAN,97
T. Panyangara,226,24/01/2010,ZIM,98
D.R. Tuffey,223,24/01/2010,NZ,99
D.M. Richards,213,24/01/2010,WI,100
G. Gambhir,882,30/01/2010,IND,1
G.C. Smith,843,30/01/2010,SA,2
D.P.M.D. Jayawardena,836,30/01/2010,SL,3
K.C. Sangakkara,835,30/01/2010,SL,4
M.J. Clarke,805,30/01/2010,AUS,5
V. Sehwag,798,30/01/2010,IND,6
R.T. Ponting,783,30/01/2010,AUS,7
J.H. Kallis,773,30/01/2010,SA,8
S.R. Tendulkar,772,30/01/2010,IND,9
S. Chanderpaul,765,30/01/2010,WI,10
L.R.P.L. Taylor,763,30/01/2010,NZ,11
Mohammad Yousuf,761,30/01/2010,PAK,12
Younus Khan,754,30/01/2010,PAK,13
A.B. de Villiers,733,30/01/2010,SA,14
R. Dravid,727,30/01/2010,IND,15
M.E.K. Hussey,709,30/01/2010,AUS,16
T.T. Samaraweera,707,30/01/2010,SL,17
S.M. Katich,706,30/01/2010,AUS,18
V.V.S. Laxman,703,30/01/2010,IND,19
C.H. Gayle,689,30/01/2010,WI,20
A.J. Strauss,687,30/01/2010,ENG,21
P.D. Collingwood,678,30/01/2010,ENG,22
H.M. Amla,676,30/01/2010,SA,23
T.M. Dilshan,675,30/01/2010,SL,24
D.L. Vettori,672,30/01/2010,NZ,25
K.P. Pietersen,669,30/01/2010,ENG,26
R.R. Sarwan,660,30/01/2010,WI,27
A.N. Cook,653,30/01/2010,ENG,28
A.G. Prince,651,30/01/2010,SA,29
M.S. Dhoni,627,30/01/2010,IND,30
Umar Akmal,609,30/01/2010,PAK,31
I.R. Bell,601,30/01/2010,ENG,32
S.R. Watson,594,30/01/2010,AUS,33
B.J. Haddin,582,30/01/2010,AUS,34
Kamran Akmal,563,30/01/2010,PAK,35
M.V. Boucher,561,30/01/2010,SA,36
Salman Butt,547,30/01/2010,PAK,37
J.D. Ryder,546,30/01/2010,NZ,38
M.J. Prior,542,30/01/2010,ENG,39
Mushfiqur Rahim,534,30/01/2010,BAN,40
B.B. McCullum,532,30/01/2010,NZ,41
Tamim Iqbal,532,30/01/2010,BAN,41
Imran Farhat,527,30/01/2010,PAK,43
P.J. Hughes,524,30/01/2010,AUS,44
T. Taibu,516,30/01/2010,ZIM,45
B.P. Nash,509,30/01/2010,WI,46
D.J. Bravo,504,30/01/2010,WI,47
Shoaib Malik,499,30/01/2010,PAK,48
Misbah-ul-Haq,483,30/01/2010,PAK,49
Yuvraj Singh,474,30/01/2010,IND,50
Shakib Al Hasan,471,30/01/2010,BAN,51
M.J. North,470,30/01/2010,AUS,52
H.A.P.W. Jayawardena,441,30/01/2010,SL,53
I.J.L. Trott,439,30/01/2010,ENG,54
T.M. Dowlin,433,30/01/2010,WI,55
Shahriar Nafees,421,30/01/2010,BAN,56
G.P. Swann,418,30/01/2010,ENG,57
Shahid Afridi,417,30/01/2010,PAK,58
H. Masakadza,413,30/01/2010,ZIM,59
Mohammad Ashraful,399,30/01/2010,BAN,60
Junaid Siddique,397,30/01/2010,BAN,61
S.C.J. Broad,397,30/01/2010,ENG,61
J-P. Duminy,387,30/01/2010,SA,63
M.G. Johnson,387,30/01/2010,AUS,63
D. Ramdin,383,30/01/2010,WI,65
Yasir Hameed,380,30/01/2010,PAK,66
N.T. Paranavitana,379,30/01/2010,SL,67
Taufeeq Umar,378,30/01/2010,PAK,68
M.N. Samuels,369,30/01/2010,WI,69
D.S. Smith,366,30/01/2010,WI,70
A.D. Mathews,364,30/01/2010,SL,71
D.R. Flynn,363,30/01/2010,NZ,72
R.S. Bopara,352,30/01/2010,ENG,73
M.J. Vijay,345,30/01/2010,IND,74
Mahmudullah,339,30/01/2010,BAN,75
N. Deonarine,337,30/01/2010,WI,76
A. Barath,335,30/01/2010,WI,77
J.A. Rudolph,333,30/01/2010,SA,78
T.G McIntosh,327,30/01/2010,NZ,79
M.S. Sinclair,326,30/01/2010,NZ,80
Khurram Manzoor,323,30/01/2010,PAK,81
W.U. Tharanga,317,30/01/2010,SL,82
Mohammad Hafeez,314,30/01/2010,PAK,83
B.R.M. Taylor,306,30/01/2010,ZIM,84
Aftab Ahmed,303,30/01/2010,BAN,85
M.J. Guptill,303,30/01/2010,NZ,85
M.A. Vermeulen,300,30/01/2010,ZIM,87
J.E.C. Franklin,279,30/01/2010,NZ,88
Harbhajan Singh,269,30/01/2010,IND,89
B.J. Watling,268,30/01/2010,NZ,90
R. McLaren,266,30/01/2010,SA,91
N.M. Hauritz,263,30/01/2010,AUS,92
D.J.G. Sammy,262,30/01/2010,WI,93
A.J. Redmond,260,30/01/2010,NZ,94
Raqibul Hasan,247,30/01/2010,BAN,95
J.E. Taylor,238,30/01/2010,WI,96
T. Panyangara,226,30/01/2010,ZIM,97
D.R. Tuffey,223,30/01/2010,NZ,98
D.M. Richards,213,30/01/2010,WI,99
M.F. Maharoof,209,30/01/2010,SL,100
G. Gambhir,840,12/02/2010,IND,1
D.P.M.D. Jayawardena,836,12/02/2010,SL,2
K.C. Sangakkara,835,12/02/2010,SL,3
J.H. Kallis,825,12/02/2010,SA,4
G.C. Smith,823,12/02/2010,SA,5
V. Sehwag,812,12/02/2010,IND,6
M.J. Clarke,805,12/02/2010,AUS,7
R.T. Ponting,783,12/02/2010,AUS,8
S.R. Tendulkar,778,12/02/2010,IND,9
H.M. Amla,775,12/02/2010,SA,10
S. Chanderpaul,765,12/02/2010,WI,11
L.R.P.L. Taylor,763,12/02/2010,NZ,12
Mohammad Yousuf,761,12/02/2010,PAK,13
Younus Khan,754,12/02/2010,PAK,14
A.B. de Villiers,735,12/02/2010,SA,15
R. Dravid,720,12/02/2010,IND,16
M.E.K. Hussey,709,12/02/2010,AUS,17
T.T. Samaraweera,707,12/02/2010,SL,18
S.M. Katich,706,12/02/2010,AUS,19
V.V.S. Laxman,696,12/02/2010,IND,20
C.H. Gayle,689,12/02/2010,WI,21
A.J. Strauss,687,12/02/2010,ENG,22
P.D. Collingwood,678,12/02/2010,ENG,23
T.M. Dilshan,675,12/02/2010,SL,24
D.L. Vettori,672,12/02/2010,NZ,25
K.P. Pietersen,669,12/02/2010,ENG,26
R.R. Sarwan,660,12/02/2010,WI,27
A.N. Cook,653,12/02/2010,ENG,28
A.G. Prince,633,12/02/2010,SA,29
Umar Akmal,609,12/02/2010,PAK,30
M.S. Dhoni,605,12/02/2010,IND,31
I.R. Bell,601,12/02/2010,ENG,32
S.R. Watson,594,12/02/2010,AUS,33
B.J. Haddin,582,12/02/2010,AUS,34
Kamran Akmal,563,12/02/2010,PAK,35
M.V. Boucher,561,12/02/2010,SA,36
Salman Butt,547,12/02/2010,PAK,37
J.D. Ryder,546,12/02/2010,NZ,38
M.J. Prior,542,12/02/2010,ENG,39
Mushfiqur Rahim,534,12/02/2010,BAN,40
B.B. McCullum,532,12/02/2010,NZ,41
Tamim Iqbal,532,12/02/2010,BAN,41
Imran Farhat,527,12/02/2010,PAK,43
P.J. Hughes,524,12/02/2010,AUS,44
T. Taibu,516,12/02/2010,ZIM,45
B.P. Nash,509,12/02/2010,WI,46
D.J. Bravo,504,12/02/2010,WI,47
Shoaib Malik,499,12/02/2010,PAK,48
Misbah-ul-Haq,483,12/02/2010,PAK,49
Shakib Al Hasan,471,12/02/2010,BAN,50
M.J. North,470,12/02/2010,AUS,51
Yuvraj Singh,469,12/02/2010,IND,52
H.A.P.W. Jayawardena,441,12/02/2010,SL,53
I.J.L. Trott,439,12/02/2010,ENG,54
T.M. Dowlin,433,12/02/2010,WI,55
Shahriar Nafees,421,12/02/2010,BAN,56
G.P. Swann,418,12/02/2010,ENG,57
Shahid Afridi,417,12/02/2010,PAK,58
H. Masakadza,413,12/02/2010,ZIM,59
Mohammad Ashraful,399,12/02/2010,BAN,60
Junaid Siddique,397,12/02/2010,BAN,61
S.C.J. Broad,397,12/02/2010,ENG,61
M.G. Johnson,387,12/02/2010,AUS,63
D. Ramdin,383,12/02/2010,WI,64
Yasir Hameed,380,12/02/2010,PAK,65
N.T. Paranavitana,379,12/02/2010,SL,66
Taufeeq Umar,378,12/02/2010,PAK,67
J-P. Duminy,375,12/02/2010,SA,68
M.N. Samuels,369,12/02/2010,WI,69
D.S. Smith,366,12/02/2010,WI,70
A.D. Mathews,364,12/02/2010,SL,71
D.R. Flynn,363,12/02/2010,NZ,72
R.S. Bopara,352,12/02/2010,ENG,73
Mahmudullah,339,12/02/2010,BAN,74
N. Deonarine,337,12/02/2010,WI,75
A. Barath,335,12/02/2010,WI,76
J.A. Rudolph,329,12/02/2010,SA,77
T.G McIntosh,327,12/02/2010,NZ,78
M.S. Sinclair,326,12/02/2010,NZ,79
Khurram Manzoor,323,12/02/2010,PAK,80
M.J. Vijay,323,12/02/2010,IND,80
W.U. Tharanga,317,12/02/2010,SL,82
Mohammad Hafeez,314,12/02/2010,PAK,83
B.R.M. Taylor,306,12/02/2010,ZIM,84
Aftab Ahmed,303,12/02/2010,BAN,85
M.J. Guptill,303,12/02/2010,NZ,85
M.A. Vermeulen,300,12/02/2010,ZIM,87
J.E.C. Franklin,279,12/02/2010,NZ,88
Harbhajan Singh,277,12/02/2010,IND,89
B.J. Watling,268,12/02/2010,NZ,90
R. McLaren,263,12/02/2010,SA,91
N.M. Hauritz,263,12/02/2010,AUS,91
D.J.G. Sammy,262,12/02/2010,WI,93
S. Badrinath,260,12/02/2010,IND,94
A.J. Redmond,260,12/02/2010,NZ,94
Raqibul Hasan,247,12/02/2010,BAN,96
J.E. Taylor,238,12/02/2010,WI,97
T. Panyangara,226,12/02/2010,ZIM,98
D.R. Tuffey,223,12/02/2010,NZ,99
D.M. Richards,213,12/02/2010,WI,100
V. Sehwag,864,21/02/2010,IND,1
H.M. Amla,842,21/02/2010,SA,2
D.P.M.D. Jayawardena,836,21/02/2010,SL,3
K.C. Sangakkara,835,21/02/2010,SL,4
G. Gambhir,825,21/02/2010,IND,5
S.R. Tendulkar,806,21/02/2010,IND,6
M.J. Clarke,805,21/02/2010,AUS,7
J.H. Kallis,790,21/02/2010,SA,8
G.C. Smith,786,21/02/2010,SA,9
R.T. Ponting,783,21/02/2010,AUS,10
S. Chanderpaul,765,21/02/2010,WI,11
Mohammad Yousuf,761,21/02/2010,PAK,12
Younus Khan,754,21/02/2010,PAK,13
V.V.S. Laxman,748,21/02/2010,IND,14
L.R.P.L. Taylor,744,21/02/2010,NZ,15
R. Dravid,713,21/02/2010,IND,16
M.E.K. Hussey,709,21/02/2010,AUS,17
T.T. Samaraweera,707,21/02/2010,SL,18
S.M. Katich,706,21/02/2010,AUS,19
A.B. de Villiers,699,21/02/2010,SA,20
C.H. Gayle,689,21/02/2010,WI,21
A.J. Strauss,687,21/02/2010,ENG,22
P.D. Collingwood,678,21/02/2010,ENG,23
T.M. Dilshan,675,21/02/2010,SL,24
K.P. Pietersen,669,21/02/2010,ENG,25
M.S. Dhoni,662,21/02/2010,IND,26
R.R. Sarwan,660,21/02/2010,WI,27
A.N. Cook,653,21/02/2010,ENG,28
D.L. Vettori,644,21/02/2010,NZ,29
Umar Akmal,609,21/02/2010,PAK,30
A.G. Prince,607,21/02/2010,SA,31
I.R. Bell,601,21/02/2010,ENG,32
S.R. Watson,594,21/02/2010,AUS,33
B.B. McCullum,583,21/02/2010,NZ,34
B.J. Haddin,582,21/02/2010,AUS,35
Kamran Akmal,563,21/02/2010,PAK,36
M.V. Boucher,555,21/02/2010,SA,37
Salman Butt,547,21/02/2010,PAK,38
Tamim Iqbal,546,21/02/2010,BAN,39
Shakib Al Hasan,544,21/02/2010,BAN,40
M.J. Prior,542,21/02/2010,ENG,41
J.D. Ryder,541,21/02/2010,NZ,42
Imran Farhat,527,21/02/2010,PAK,43
P.J. Hughes,524,21/02/2010,AUS,44
T. Taibu,516,21/02/2010,ZIM,45
Mushfiqur Rahim,511,21/02/2010,BAN,46
B.P. Nash,509,21/02/2010,WI,47
D.J. Bravo,504,21/02/2010,WI,48
Shoaib Malik,499,21/02/2010,PAK,49
Misbah-ul-Haq,483,21/02/2010,PAK,50
M.J. North,470,21/02/2010,AUS,51
Yuvraj Singh,465,21/02/2010,IND,52
M.J. Guptill,446,21/02/2010,NZ,53
Mahmudullah,445,21/02/2010,BAN,54
H.A.P.W. Jayawardena,441,21/02/2010,SL,55
I.J.L. Trott,439,21/02/2010,ENG,56
T.M. Dowlin,433,21/02/2010,WI,57
G.P. Swann,418,21/02/2010,ENG,58
Shahid Afridi,417,21/02/2010,PAK,59
Shahriar Nafees,417,21/02/2010,BAN,59
H. Masakadza,413,21/02/2010,ZIM,61
S.C.J. Broad,397,21/02/2010,ENG,62
A.N. Petersen,396,21/02/2010,SA,63
M.G. Johnson,387,21/02/2010,AUS,64
D. Ramdin,383,21/02/2010,WI,65
Yasir Hameed,380,21/02/2010,PAK,66
N.T. Paranavitana,379,21/02/2010,SL,67
Mohammad Ashraful,378,21/02/2010,BAN,68
Taufeeq Umar,378,21/02/2010,PAK,68
Junaid Siddique,376,21/02/2010,BAN,70
M.N. Samuels,369,21/02/2010,WI,71
D.S. Smith,366,21/02/2010,WI,72
A.D. Mathews,364,21/02/2010,SL,73
T.G McIntosh,361,21/02/2010,NZ,74
D.R. Flynn,359,21/02/2010,NZ,75
R.S. Bopara,352,21/02/2010,ENG,76
J-P. Duminy,344,21/02/2010,SA,77
N. Deonarine,337,21/02/2010,WI,78
A. Barath,335,21/02/2010,WI,79
J.A. Rudolph,326,21/02/2010,SA,80
M.S. Sinclair,323,21/02/2010,NZ,81
Khurram Manzoor,323,21/02/2010,PAK,81
W.U. Tharanga,317,21/02/2010,SL,83
Mohammad Hafeez,314,21/02/2010,PAK,84
B.R.M. Taylor,306,21/02/2010,ZIM,85
Aftab Ahmed,300,21/02/2010,BAN,86
M.A. Vermeulen,300,21/02/2010,ZIM,86
M.J. Vijay,299,21/02/2010,IND,88
Harbhajan Singh,277,21/02/2010,IND,89
J.E.C. Franklin,276,21/02/2010,NZ,90
N.M. Hauritz,263,21/02/2010,AUS,91
D.J.G. Sammy,262,21/02/2010,WI,92
R. McLaren,261,21/02/2010,SA,93
A.J. Redmond,258,21/02/2010,NZ,94
Raqibul Hasan,245,21/02/2010,BAN,95
J.E. Taylor,238,21/02/2010,WI,96
D.R. Tuffey,230,21/02/2010,NZ,97
T. Panyangara,226,21/02/2010,ZIM,98
D.M. Richards,213,21/02/2010,WI,99
Zaheer Khan,210,21/02/2010,IND,100
V. Sehwag,864,19/03/2010,IND,1
H.M. Amla,842,19/03/2010,SA,2
D.P.M.D. Jayawardena,836,19/03/2010,SL,3
K.C. Sangakkara,835,19/03/2010,SL,4
G. Gambhir,825,19/03/2010,IND,5
S.R. Tendulkar,806,19/03/2010,IND,6
M.J. Clarke,805,19/03/2010,AUS,7
J.H. Kallis,790,19/03/2010,SA,8
G.C. Smith,786,19/03/2010,SA,9
R.T. Ponting,783,19/03/2010,AUS,10
S. Chanderpaul,765,19/03/2010,WI,11
Mohammad Yousuf,761,19/03/2010,PAK,12
Younus Khan,754,19/03/2010,PAK,13
V.V.S. Laxman,748,19/03/2010,IND,14
L.R.P.L. Taylor,744,19/03/2010,NZ,15
R. Dravid,713,19/03/2010,IND,16
M.E.K. Hussey,709,19/03/2010,AUS,17
T.T. Samaraweera,707,19/03/2010,SL,18
S.M. Katich,706,19/03/2010,AUS,19
A.B. de Villiers,699,19/03/2010,SA,20
C.H. Gayle,689,19/03/2010,WI,21
P.D. Collingwood,687,19/03/2010,ENG,22
A.N. Cook,685,19/03/2010,ENG,23
A.J. Strauss,680,19/03/2010,ENG,24
T.M. Dilshan,675,19/03/2010,SL,25
K.P. Pietersen,674,19/03/2010,ENG,26
M.S. Dhoni,662,19/03/2010,IND,27
R.R. Sarwan,660,19/03/2010,WI,28
D.L. Vettori,644,19/03/2010,NZ,29
I.R. Bell,619,19/03/2010,ENG,30
Umar Akmal,609,19/03/2010,PAK,31
A.G. Prince,607,19/03/2010,SA,32
S.R. Watson,594,19/03/2010,AUS,33
Mushfiqur Rahim,584,19/03/2010,BAN,34
B.B. McCullum,583,19/03/2010,NZ,35
B.J. Haddin,582,19/03/2010,AUS,36
Tamim Iqbal,567,19/03/2010,BAN,37
Kamran Akmal,563,19/03/2010,PAK,38
M.V. Boucher,555,19/03/2010,SA,39
Salman Butt,547,19/03/2010,PAK,40
J.D. Ryder,541,19/03/2010,NZ,41
Imran Farhat,527,19/03/2010,PAK,42
M.J. Prior,527,19/03/2010,ENG,42
P.J. Hughes,524,19/03/2010,AUS,44
T. Taibu,516,19/03/2010,ZIM,45
Shakib Al Hasan,511,19/03/2010,BAN,46
B.P. Nash,509,19/03/2010,WI,47
D.J. Bravo,504,19/03/2010,WI,48
Shoaib Malik,499,19/03/2010,PAK,49
Misbah-ul-Haq,483,19/03/2010,PAK,50
M.J. North,470,19/03/2010,AUS,51
Yuvraj Singh,465,19/03/2010,IND,52
M.J. Guptill,446,19/03/2010,NZ,53
H.A.P.W. Jayawardena,441,19/03/2010,SL,54
Mahmudullah,440,19/03/2010,BAN,55
T.M. Dowlin,433,19/03/2010,WI,56
Junaid Siddique,426,19/03/2010,BAN,57
I.J.L. Trott,423,19/03/2010,ENG,58
G.P. Swann,418,19/03/2010,ENG,59
Shahid Afridi,417,19/03/2010,PAK,60
H. Masakadza,413,19/03/2010,ZIM,61
Shahriar Nafees,412,19/03/2010,BAN,62
S.C.J. Broad,397,19/03/2010,ENG,63
A.N. Petersen,396,19/03/2010,SA,64
M.G. Johnson,387,19/03/2010,AUS,65
D. Ramdin,383,19/03/2010,WI,66
Yasir Hameed,380,19/03/2010,PAK,67
N.T. Paranavitana,379,19/03/2010,SL,68
Taufeeq Umar,378,19/03/2010,PAK,69
Mohammad Ashraful,374,19/03/2010,BAN,70
M.N. Samuels,369,19/03/2010,WI,71
D.S. Smith,366,19/03/2010,WI,72
A.D. Mathews,364,19/03/2010,SL,73
T.G McIntosh,361,19/03/2010,NZ,74
D.R. Flynn,359,19/03/2010,NZ,75
R.S. Bopara,348,19/03/2010,ENG,76
J-P. Duminy,344,19/03/2010,SA,77
N. Deonarine,337,19/03/2010,WI,78
A. Barath,335,19/03/2010,WI,79
J.A. Rudolph,326,19/03/2010,SA,80
M.S. Sinclair,323,19/03/2010,NZ,81
Khurram Manzoor,323,19/03/2010,PAK,81
W.U. Tharanga,317,19/03/2010,SL,83
Mohammad Hafeez,314,19/03/2010,PAK,84
B.R.M. Taylor,306,19/03/2010,ZIM,85
M.A. Vermeulen,300,19/03/2010,ZIM,86
M.J. Vijay,299,19/03/2010,IND,87
Aftab Ahmed,294,19/03/2010,BAN,88
Harbhajan Singh,277,19/03/2010,IND,89
J.E.C. Franklin,276,19/03/2010,NZ,90
N.M. Hauritz,263,19/03/2010,AUS,91
D.J.G. Sammy,262,19/03/2010,WI,92
R. McLaren,261,19/03/2010,SA,93
A.J. Redmond,258,19/03/2010,NZ,94
Raqibul Hasan,242,19/03/2010,BAN,95
J.E. Taylor,238,19/03/2010,WI,96
D.R. Tuffey,230,19/03/2010,NZ,97
T. Panyangara,226,19/03/2010,ZIM,98
D.M. Richards,213,19/03/2010,WI,99
Zaheer Khan,210,19/03/2010,IND,100
V. Sehwag,864,26/03/2010,IND,1
M.J. Clarke,846,26/03/2010,AUS,2
H.M. Amla,842,26/03/2010,SA,3
D.P.M.D. Jayawardena,836,26/03/2010,SL,4
K.C. Sangakkara,835,26/03/2010,SL,5
G. Gambhir,825,26/03/2010,IND,6
S.R. Tendulkar,806,26/03/2010,IND,7
J.H. Kallis,790,26/03/2010,SA,8
G.C. Smith,786,26/03/2010,SA,9
R.T. Ponting,775,26/03/2010,AUS,10
S. Chanderpaul,765,26/03/2010,WI,11
Mohammad Yousuf,761,26/03/2010,PAK,12
Younus Khan,754,26/03/2010,PAK,13
V.V.S. Laxman,748,26/03/2010,IND,14
S.M. Katich,720,26/03/2010,AUS,15
L.R.P.L. Taylor,718,26/03/2010,NZ,16
R. Dravid,713,26/03/2010,IND,17
T.T. Samaraweera,707,26/03/2010,SL,18
A.B. de Villiers,699,26/03/2010,SA,19
A.N. Cook,694,26/03/2010,ENG,20
M.E.K. Hussey,690,26/03/2010,AUS,21
C.H. Gayle,689,26/03/2010,WI,22
